Bolilla 1,Bolilla 2,Bolilla 3,Bolilla 4,Bolilla 5,Bolilla 6
24.0,35.0,2.0,27.0,17.0,23 
20.0,31.0,40.0,37.0,15.0,22 
21.0,11.0,38.0,40.0,10.0,26 
33.0,36.0,39.0,3.0,32.0,23 
12.0,32.0,11.0,1.0,37.0,13 
31.0,23.0,17.0,2.0,36.0,18 
33.0,39.0,28.0,18.0,34.0,07 
36.0,28.0,38.0,11.0,22.0,20 
25.0,30.0,17.0,14.0,18.0,11 
38.0,5.0,23.0,1.0,15.0,21 
1.0,38.0,29.0,20.0,37.0,22 
35.0,34.0,38.0,8.0,28.0,03 
36.0,23.0,35.0,4.0,5.0,31 
38.0,32.0,9.0,33.0,15.0,36 
19.0,39.0,22.0,31.0,26.0,05 
17.0,23.0,8.0,31.0,18.0,24 
34.0,8.0,20.0,30.0,36.0,05 
7.0,14.0,15.0,36.0,28.0,09 
2.0,27.0,35.0,9.0,28.0,36 
29.0,2.0,33.0,7.0,31.0,05 
26.0,34.0,16.0,35.0,19.0,29 
17.0,13.0,34.0,18.0,4.0,28 
7.0,24.0,26.0,1.0,23.0,03 
18.0,29.0,20.0,34.0,2.0,38 
19.0,30.0,15.0,24.0,20.0,25 
14.0,19.0,12.0,11.0,16.0,20 
20.0,36.0,27.0,40.0,21.0,13 
11.0,29.0,24.0,12.0,5.0,40 
21.0,5.0,9.0,25.0,7.0,40 
27.0,31.0,28.0,15.0,13.0,03 
31.0,7.0,34.0,32.0,24.0,20 
21.0,38.0,12.0,1.0,24.0,22 
15.0,12.0,9.0,3.0,24.0,37 
24.0,33.0,10.0,19.0,1.0,03 
15.0,37.0,2.0,38.0,32.0,10 
25.0,30.0,7.0,32.0,17.0,28 
33.0,29.0,9.0,8.0,18.0,32 
12.0,18.0,2.0,19.0,39.0,27 
17.0,14.0,18.0,35.0,36.0,21 
3.0,37.0,33.0,21.0,39.0,40 
5.0,2.0,30.0,31.0,20.0,27 
39.0,23.0,18.0,10.0,22.0,24 
38.0,24.0,1.0,21.0,18.0,26 
12.0,15.0,21.0,38.0,10.0,17 
3.0,8.0,39.0,35.0,33.0,21 
18.0,1.0,24.0,8.0,31.0,37 
23.0,15.0,7.0,12.0,3.0,28 
39.0,15.0,11.0,2.0,20.0,13 
19.0,37.0,10.0,13.0,40.0,01 
12.0,6.0,8.0,17.0,1.0,19 
3.0,38.0,25.0,32.0,36.0,31 
36.0,22.0,4.0,29.0,10.0,11 
38.0,16.0,33.0,29.0,37.0,35 
30.0,23.0,20.0,13.0,6.0,04 
11.0,22.0,1.0,12.0,31.0,21 
13.0,3.0,4.0,23.0,27.0,19 
38.0,4.0,3.0,5.0,35.0,16 
37.0,29.0,13.0,12.0,2.0,38 
4.0,12.0,15.0,5.0,26.0,01 
10.0,36.0,26.0,28.0,8.0,32 
12.0,10.0,19.0,24.0,17.0,38 
9.0,8.0,15.0,38.0,13.0,36 
36.0,3.0,20.0,8.0,22.0,05 
40.0,38.0,8.0,29.0,37.0,03 
32.0,14.0,7.0,29.0,17.0,03 
34.0,33.0,39.0,7.0,29.0,25 
2.0,1.0,39.0,38.0,25.0,37 
18.0,36.0,21.0,34.0,22.0,29 
25.0,7.0,20.0,21.0,19.0,16 
34.0,38.0,7.0,23.0,29.0,18 
11.0,24.0,4.0,32.0,3.0,27 
16.0,37.0,34.0,2.0,31.0,03 
25.0,21.0,3.0,26.0,29.0,15 
27.0,32.0,18.0,40.0,26.0,01 
23.0,13.0,21.0,27.0,10.0,31 
24.0,18.0,5.0,28.0,8.0,12 
32.0,22.0,40.0,28.0,37.0,11 
24.0,2.0,15.0,16.0,7.0,27 
10.0,33.0,22.0,21.0,16.0,15 
33.0,20.0,19.0,7.0,38.0,36 
27.0,18.0,32.0,25.0,3.0,13 
33.0,22.0,29.0,37.0,19.0,25 
28.0,11.0,18.0,20.0,39.0,24 
23.0,6.0,1.0,37.0,22.0,27 
7.0,18.0,39.0,14.0,9.0,21 
1.0,38.0,40.0,28.0,27.0,15 
31.0,38.0,28.0,16.0,5.0,39 
8.0,23.0,21.0,10.0,31.0,18 
3.0,32.0,10.0,6.0,24.0,40 
18.0,27.0,20.0,25.0,26.0,04 
12.0,16.0,22.0,19.0,27.0,28 
18.0,7.0,34.0,21.0,23.0,17 
13.0,5.0,26.0,37.0,29.0,10 
20.0,1.0,23.0,5.0,22.0,32 
30.0,13.0,24.0,16.0,35.0,33 
31.0,8.0,16.0,11.0,36.0,27 
26.0,28.0,17.0,1.0,24.0,11 
30.0,11.0,10.0,32.0,26.0,09 
32.0,6.0,19.0,33.0,14.0,26 
11.0,37.0,40.0,7.0,36.0,24 
20.0,14.0,12.0,10.0,8.0,26 
17.0,36.0,39.0,40.0,26.0,34 
4.0,5.0,14.0,26.0,39.0,21 
9.0,23.0,37.0,24.0,7.0,38 
21.0,37.0,8.0,27.0,23.0,17 
21.0,22.0,38.0,31.0,24.0,05 
2.0,37.0,3.0,23.0,39.0,34 
25.0,11.0,40.0,14.0,39.0,16 
7.0,36.0,3.0,28.0,6.0,33 
35.0,18.0,27.0,30.0,16.0,25 
30.0,12.0,14.0,7.0,8.0,13 
39.0,32.0,38.0,6.0,17.0,09 
13.0,21.0,35.0,37.0,4.0,02 
1.0,4.0,22.0,3.0,6.0,32 
2.0,9.0,1.0,27.0,8.0,30 
28.0,31.0,7.0,30.0,13.0,27 
28.0,39.0,19.0,23.0,30.0,03 
18.0,38.0,21.0,29.0,16.0,39 
21.0,28.0,13.0,30.0,11.0,36 
31.0,2.0,30.0,7.0,35.0,15 
20.0,21.0,30.0,2.0,26.0,19 
40.0,10.0,13.0,4.0,3.0,39 
11.0,13.0,7.0,4.0,18.0,03 
16.0,7.0,20.0,4.0,1.0,22 
31.0,33.0,39.0,25.0,4.0,06 
28.0,12.0,2.0,23.0,22.0,34 
32.0,18.0,11.0,34.0,33.0,36 
36.0,13.0,16.0,39.0,19.0,17 
27.0,20.0,21.0,16.0,14.0,03 
1.0,25.0,3.0,15.0,37.0,05 
32.0,14.0,8.0,1.0,19.0,21 
32.0,7.0,38.0,15.0,5.0,23 
25.0,15.0,24.0,32.0,29.0,10 
14.0,4.0,36.0,15.0,10.0,01 
14.0,24.0,4.0,37.0,32.0,01 
24.0,38.0,14.0,20.0,27.0,18 
21.0,18.0,23.0,39.0,19.0,29 
1.0,32.0,14.0,33.0,21.0,12 
3.0,22.0,18.0,32.0,27.0,10 
26.0,6.0,24.0,8.0,18.0,19 
31.0,26.0,3.0,15.0,9.0,24 
24.0,33.0,21.0,13.0,19.0,18 
15.0,13.0,8.0,19.0,21.0,04 
7.0,18.0,5.0,9.0,21.0,25 
12.0,9.0,14.0,7.0,26.0,37 
7.0,8.0,27.0,15.0,37.0,19 
14.0,1.0,34.0,33.0,23.0,13 
21.0,6.0,37.0,32.0,14.0,28 
6.0,5.0,20.0,31.0,30.0,03 
30.0,4.0,35.0,8.0,22.0,18 
5.0,34.0,8.0,1.0,9.0,18 
16.0,11.0,29.0,22.0,8.0,21 
24.0,26.0,18.0,10.0,35.0,20 
11.0,34.0,5.0,31.0,35.0,09 
19.0,40.0,31.0,15.0,4.0,18 
22.0,26.0,18.0,4.0,8.0,25 
4.0,8.0,19.0,20.0,34.0,33 
1.0,13.0,11.0,25.0,35.0,17 
40.0,9.0,29.0,34.0,19.0,06 
29.0,17.0,20.0,39.0,9.0,11 
16.0,28.0,10.0,39.0,15.0,18 
22.0,29.0,37.0,23.0,16.0,09 
25.0,10.0,33.0,4.0,40.0,06 
22.0,14.0,12.0,2.0,34.0,04 
22.0,9.0,34.0,23.0,24.0,14 
4.0,8.0,38.0,31.0,24.0,16 
27.0,35.0,37.0,28.0,1.0,05 
29.0,34.0,14.0,32.0,30.0,35 
40.0,2.0,21.0,7.0,19.0,27 
37.0,30.0,3.0,4.0,40.0,25 
18.0,16.0,35.0,2.0,1.0,37 
2.0,39.0,30.0,15.0,31.0,21 
3.0,25.0,9.0,36.0,24.0,39 
2.0,15.0,19.0,23.0,25.0,38 
10.0,15.0,12.0,13.0,1.0,36 
20.0,36.0,34.0,25.0,29.0,15 
35.0,23.0,28.0,9.0,24.0,30 
10.0,3.0,33.0,35.0,8.0,31 
10.0,32.0,40.0,1.0,16.0,29 
33.0,35.0,24.0,27.0,19.0,09 
15.0,11.0,24.0,33.0,3.0,32 
35.0,9.0,10.0,25.0,30.0,11 
2.0,20.0,1.0,11.0,23.0,03 
29.0,16.0,3.0,21.0,24.0,10 
29.0,16.0,10.0,7.0,24.0,32 
15.0,21.0,36.0,19.0,40.0,34 
34.0,32.0,37.0,19.0,8.0,22 
24.0,10.0,18.0,27.0,33.0,08 
35.0,17.0,8.0,16.0,19.0,04 
21.0,39.0,23.0,33.0,29.0,03 
14.0,8.0,32.0,33.0,18.0,28 
13.0,34.0,6.0,26.0,24.0,16 
32.0,9.0,25.0,33.0,17.0,29 
8.0,40.0,26.0,11.0,15.0,19 
24.0,37.0,6.0,2.0,28.0,03 
4.0,17.0,31.0,11.0,12.0,33 
8.0,30.0,36.0,32.0,28.0,04 
32.0,23.0,33.0,11.0,2.0,05 
15.0,22.0,5.0,6.0,26.0,1
28.0,39.0,11.0,8.0,37.0,06 
3.0,34.0,26.0,13.0,23.0,04 
6.0,26.0,33.0,14.0,25.0,13 
9.0,18.0,21.0,26.0,4.0,36 
21.0,12.0,17.0,9.0,20.0,15 
7.0,31.0,39.0,33.0,10.0,12 
26.0,22.0,6.0,15.0,1.0,14 
9.0,6.0,16.0,7.0,32.0,31 
28.0,6.0,24.0,34.0,10.0,22 
1.0,38.0,4.0,13.0,26.0,32 
23.0,4.0,11.0,34.0,5.0,15 
36.0,6.0,29.0,18.0,3.0,37 
23.0,20.0,40.0,31.0,24.0,08 
34.0,22.0,12.0,32.0,37.0,27 
23.0,40.0,29.0,30.0,38.0,25 
8.0,24.0,1.0,37.0,5.0,17 
29.0,12.0,7.0,37.0,30.0,18 
7.0,32.0,13.0,27.0,25.0,02 
21.0,14.0,19.0,23.0,38.0,01 
13.0,27.0,23.0,11.0,18.0,34 
6.0,12.0,30.0,3.0,25.0,24 
39.0,13.0,10.0,17.0,21.0,14 
6.0,7.0,39.0,22.0,17.0,30 
6.0,19.0,29.0,5.0,13.0,24 
35.0,27.0,10.0,7.0,33.0,08 
11.0,5.0,39.0,32.0,23.0,04 
16.0,8.0,13.0,21.0,4.0,30 
8.0,9.0,14.0,39.0,3.0,04 
35.0,10.0,12.0,7.0,19.0,01 
40.0,25.0,39.0,35.0,34.0,05 
10.0,12.0,21.0,17.0,2.0,03 
28.0,13.0,6.0,16.0,39.0,27 
9.0,37.0,26.0,35.0,5.0,02 
37.0,18.0,3.0,16.0,14.0,33 
32.0,30.0,4.0,7.0,35.0,15 
5.0,11.0,2.0,31.0,6.0,25 
12.0,36.0,24.0,37.0,22.0,31 
10.0,18.0,17.0,5.0,23.0,34 
18.0,37.0,34.0,19.0,9.0,01 
35.0,12.0,27.0,6.0,13.0,22 
4.0,24.0,33.0,8.0,13.0,30 
30.0,34.0,32.0,4.0,6.0,20 
23.0,21.0,28.0,18.0,6.0,07 
33.0,22.0,28.0,30.0,25.0,39 
8.0,13.0,37.0,14.0,28.0,09 
19.0,6.0,8.0,13.0,33.0,25 
29.0,2.0,25.0,9.0,40.0,35 
16.0,18.0,15.0,35.0,22.0,29 
12.0,18.0,29.0,38.0,19.0,34 
26.0,8.0,13.0,36.0,37.0,25 
19.0,7.0,3.0,9.0,33.0,31 
3.0,14.0,30.0,9.0,28.0,36 
16.0,34.0,27.0,1.0,23.0,06 
23.0,7.0,31.0,32.0,1.0,25 
13.0,4.0,25.0,27.0,9.0,39 
19.0,37.0,3.0,20.0,27.0,40 
22.0,25.0,23.0,17.0,34.0,16 
28.0,39.0,4.0,32.0,22.0,13 
3.0,15.0,19.0,23.0,21.0,34 
28.0,33.0,7.0,25.0,12.0,34 
27.0,30.0,32.0,3.0,16.0,14 
23.0,27.0,6.0,32.0,14.0,38 
25.0,14.0,17.0,15.0,33.0,10 
39.0,38.0,40.0,20.0,15.0,08 
14.0,10.0,13.0,6.0,27.0,21 
37.0,7.0,3.0,35.0,14.0,34 
30.0,15.0,21.0,28.0,22.0,32 
35.0,3.0,7.0,20.0,18.0,17 
28.0,15.0,29.0,17.0,18.0,38 
34.0,14.0,32.0,31.0,16.0,09 
14.0,35.0,22.0,26.0,18.0,39 
18.0,21.0,38.0,6.0,12.0,39 
7.0,4.0,26.0,29.0,39.0,25 
40.0,5.0,2.0,7.0,16.0,20 
14.0,13.0,37.0,23.0,29.0,27 
34.0,5.0,22.0,25.0,17.0,09 
34.0,20.0,6.0,14.0,5.0,36 
37.0,34.0,6.0,24.0,13.0,20 
34.0,40.0,26.0,23.0,12.0,14 
15.0,35.0,12.0,6.0,25.0,33 
20.0,31.0,16.0,3.0,17.0,34 
40.0,2.0,22.0,10.0,19.0,27 
31.0,22.0,3.0,21.0,29.0,14 
14.0,12.0,17.0,33.0,9.0,15 
19.0,31.0,13.0,38.0,16.0,21 
36.0,6.0,37.0,12.0,11.0,04 
26.0,25.0,21.0,18.0,8.0,10 
37.0,9.0,8.0,25.0,10.0,18 
25.0,23.0,14.0,15.0,19.0,22 
11.0,4.0,31.0,28.0,14.0,24 
10.0,29.0,12.0,25.0,23.0,22 
29.0,12.0,8.0,19.0,39.0,32 
39.0,14.0,31.0,18.0,11.0,36 
5.0,40.0,28.0,1.0,25.0,37 
26.0,33.0,5.0,17.0,40.0,28 
38.0,23.0,15.0,18.0,26.0,28 
27.0,26.0,38.0,10.0,8.0,16 
29.0,7.0,36.0,19.0,32.0,02 
17.0,33.0,32.0,24.0,19.0,16 
33.0,25.0,12.0,34.0,10.0,07 
14.0,13.0,20.0,36.0,27.0,29 
36.0,11.0,5.0,27.0,24.0,08 
31.0,39.0,28.0,7.0,34.0,23 
12.0,3.0,16.0,37.0,22.0,14 
2.0,10.0,17.0,20.0,40.0,21 
12.0,19.0,38.0,28.0,22.0,35 
14.0,31.0,28.0,15.0,34.0,07 
38.0,19.0,3.0,25.0,9.0,08 
40.0,17.0,23.0,15.0,14.0,21 
20.0,19.0,38.0,31.0,17.0,01 
24.0,23.0,4.0,13.0,12.0,07 
17.0,40.0,27.0,28.0,12.0,30 
38.0,37.0,11.0,22.0,12.0,23 
15.0,14.0,7.0,37.0,12.0,23 
11.0,29.0,17.0,37.0,30.0,14 
2.0,36.0,22.0,30.0,1.0,09 
35.0,30.0,21.0,17.0,26.0,07 
21.0,40.0,26.0,3.0,28.0,35 
4.0,19.0,20.0,3.0,18.0,05 
22.0,4.0,12.0,17.0,21.0,35 
35.0,16.0,26.0,38.0,11.0,24 
15.0,25.0,40.0,2.0,21.0,22 
38.0,10.0,31.0,25.0,23.0,06 
9.0,15.0,30.0,3.0,10.0,22 
28.0,11.0,15.0,5.0,40.0,25 
24.0,1.0,17.0,27.0,19.0,23 
24.0,13.0,8.0,4.0,1.0,39 
17.0,10.0,40.0,39.0,6.0,14 
1.0,5.0,23.0,35.0,34.0,27 
38.0,27.0,30.0,26.0,31.0,04 
16.0,25.0,8.0,35.0,28.0,04 
1.0,16.0,23.0,5.0,30.0,04 
3.0,20.0,13.0,8.0,26.0,21 
2.0,18.0,23.0,14.0,1.0,06 
35.0,24.0,1.0,17.0,4.0,14 
18.0,8.0,21.0,28.0,35.0,39 
7.0,39.0,11.0,1.0,9.0,23 
32.0,28.0,24.0,34.0,31.0,06 
5.0,18.0,3.0,12.0,39.0,33 
5.0,21.0,19.0,37.0,39.0,28 
40.0,7.0,24.0,39.0,29.0,26 
34.0,27.0,20.0,29.0,10.0,06 
23.0,33.0,10.0,17.0,1.0,37 
10.0,28.0,32.0,19.0,16.0,02 
5.0,22.0,38.0,27.0,19.0,17 
32.0,33.0,2.0,7.0,40.0,23 
2.0,16.0,37.0,18.0,5.0,17 
25.0,16.0,35.0,26.0,37.0,07 
9.0,5.0,40.0,15.0,10.0,32 
27.0,16.0,15.0,39.0,29.0,34 
1.0,26.0,31.0,14.0,27.0,38 
25.0,38.0,6.0,1.0,2.0,21 
24.0,18.0,40.0,13.0,5.0,32 
20.0,38.0,4.0,25.0,37.0,03 
7.0,27.0,8.0,36.0,21.0,35 
1.0,22.0,12.0,23.0,21.0,28 
26.0,23.0,30.0,22.0,12.0,15 
35.0,3.0,20.0,15.0,6.0,40 
39.0,17.0,19.0,8.0,4.0,20 
35.0,10.0,37.0,39.0,2.0,04 
15.0,25.0,17.0,26.0,3.0,37 
22.0,15.0,26.0,20.0,36.0,08 
33.0,16.0,11.0,5.0,3.0,38 
31.0,18.0,12.0,30.0,40.0,34 
25.0,6.0,33.0,21.0,4.0,40 
20.0,17.0,11.0,22.0,37.0,27 
39.0,31.0,27.0,2.0,8.0,18 
8.0,33.0,10.0,5.0,12.0,01 
31.0,8.0,10.0,30.0,34.0,03 
17.0,38.0,4.0,3.0,16.0,13 
12.0,2.0,8.0,19.0,36.0,07 
23.0,26.0,36.0,32.0,11.0,16 
11.0,9.0,23.0,34.0,17.0,18 
37.0,3.0,28.0,17.0,1.0,10 
14.0,30.0,20.0,13.0,26.0,10 
26.0,16.0,35.0,27.0,15.0,05 
18.0,35.0,29.0,28.0,27.0,34 
37.0,29.0,17.0,3.0,40.0,06 
4.0,18.0,6.0,19.0,25.0,34 
35.0,23.0,24.0,29.0,18.0,14 
29.0,39.0,34.0,8.0,38.0,37 
5.0,33.0,1.0,18.0,38.0,22 
20.0,5.0,30.0,8.0,13.0,02 
9.0,4.0,14.0,7.0,8.0,03 
25.0,24.0,5.0,35.0,15.0,36 
28.0,40.0,17.0,32.0,22.0,06 
6.0,33.0,38.0,26.0,15.0,36 
30.0,31.0,39.0,33.0,28.0,37 
36.0,1.0,25.0,5.0,13.0,23 
7.0,33.0,36.0,8.0,9.0,31 
4.0,13.0,9.0,15.0,40.0,10 
34.0,40.0,11.0,38.0,6.0,04 
21.0,22.0,25.0,37.0,2.0,17 
2.0,27.0,32.0,15.0,10.0,14 
11.0,32.0,33.0,14.0,26.0,08 
23.0,16.0,32.0,40.0,22.0,20 
34.0,36.0,22.0,2.0,28.0,11 
26.0,9.0,10.0,5.0,30.0,29 
19.0,14.0,3.0,37.0,13.0,17 
29.0,39.0,17.0,32.0,37.0,11 
4.0,16.0,7.0,1.0,39.0,19 
24.0,25.0,21.0,5.0,9.0,31 
7.0,3.0,21.0,15.0,22.0,30 
38.0,13.0,9.0,3.0,30.0,40 
9.0,18.0,4.0,38.0,7.0,28 
26.0,28.0,12.0,3.0,4.0,21 
20.0,13.0,40.0,19.0,15.0,37 
8.0,19.0,29.0,22.0,33.0,25 
26.0,39.0,15.0,37.0,36.0,33 
24.0,1.0,16.0,29.0,2.0,38 
5.0,27.0,39.0,10.0,31.0,12 
39.0,13.0,14.0,20.0,27.0,26 
35.0,17.0,21.0,37.0,31.0,11 
20.0,31.0,35.0,14.0,19.0,29 
38.0,37.0,19.0,29.0,35.0,18 
5.0,27.0,15.0,29.0,24.0,04 
6.0,33.0,21.0,30.0,28.0,39 
14.0,10.0,9.0,39.0,37.0,15 
11.0,40.0,37.0,18.0,8.0,23 
5.0,12.0,40.0,19.0,7.0,15 
14.0,39.0,1.0,32.0,3.0,37 
35.0,12.0,27.0,5.0,25.0,24 
39.0,16.0,8.0,24.0,21.0,29 
23.0,33.0,1.0,3.0,9.0,34 
38.0,16.0,21.0,23.0,11.0,08 
19.0,33.0,9.0,40.0,3.0,05 
8.0,15.0,16.0,14.0,4.0,03 
10.0,4.0,20.0,11.0,40.0,09 
26.0,33.0,15.0,28.0,31.0,11 
8.0,5.0,30.0,38.0,7.0,33 
10.0,5.0,8.0,3.0,32.0,37 
8.0,9.0,27.0,22.0,31.0,20 
20.0,21.0,5.0,29.0,7.0,19 
36.0,28.0,20.0,31.0,4.0,16 
39.0,35.0,24.0,31.0,21.0,37 
5.0,3.0,18.0,1.0,38.0,28 
37.0,6.0,16.0,19.0,30.0,34 
25.0,37.0,40.0,8.0,29.0,04 
35.0,25.0,26.0,30.0,9.0,31 
20.0,17.0,28.0,24.0,5.0,03 
3.0,25.0,20.0,5.0,12.0,36 
25.0,3.0,9.0,21.0,6.0,31 
32.0,10.0,33.0,23.0,4.0,16 
38.0,20.0,17.0,26.0,34.0,40 
38.0,5.0,15.0,10.0,36.0,40 
9.0,20.0,23.0,18.0,4.0,21 
31.0,1.0,29.0,7.0,37.0,17 
17.0,12.0,16.0,15.0,11.0,13 
14.0,12.0,18.0,3.0,13.0,26 
7.0,37.0,26.0,2.0,36.0,09 
39.0,20.0,38.0,5.0,15.0,18 
9.0,12.0,6.0,20.0,23.0,31 
3.0,7.0,40.0,10.0,21.0,34 
37.0,28.0,18.0,23.0,38.0,15 
30.0,13.0,37.0,1.0,22.0,15 
31.0,4.0,26.0,23.0,33.0,11 
33.0,18.0,32.0,4.0,15.0,05 
40.0,21.0,12.0,25.0,18.0,17 
19.0,7.0,13.0,30.0,24.0,02 
37.0,25.0,13.0,23.0,32.0,19 
37.0,23.0,31.0,10.0,2.0,07 
27.0,17.0,9.0,32.0,30.0,25 
31.0,38.0,32.0,26.0,1.0,37 
16.0,32.0,10.0,34.0,15.0,11 
25.0,5.0,9.0,40.0,30.0,22 
19.0,23.0,39.0,30.0,31.0,10 
35.0,8.0,17.0,11.0,4.0,22 
25.0,11.0,20.0,32.0,16.0,12 
27.0,28.0,4.0,5.0,2.0,07 
34.0,20.0,40.0,18.0,2.0,32 
38.0,12.0,19.0,28.0,31.0,35 
15.0,26.0,36.0,31.0,35.0,13 
13.0,26.0,14.0,36.0,8.0,27 
15.0,16.0,24.0,11.0,1.0,31 
37.0,1.0,8.0,36.0,40.0,30 
35.0,8.0,6.0,25.0,3.0,04 
38.0,16.0,40.0,32.0,28.0,03 
36.0,25.0,12.0,28.0,21.0,18 
22.0,7.0,28.0,13.0,30.0,27 
3.0,11.0,27.0,38.0,18.0,26 
11.0,13.0,19.0,39.0,32.0,34 
20.0,17.0,5.0,32.0,12.0,28 
8.0,2.0,19.0,7.0,3.0,15 
8.0,19.0,20.0,39.0,26.0,31 
3.0,29.0,10.0,8.0,24.0,32 
2.0,1.0,36.0,39.0,19.0,30 
28.0,24.0,29.0,3.0,6.0,19 
12.0,31.0,36.0,2.0,20.0,37 
30.0,37.0,10.0,28.0,17.0,08 
2.0,20.0,32.0,14.0,4.0,16 
9.0,4.0,18.0,3.0,28.0,08 
10.0,16.0,22.0,35.0,11.0,34 
11.0,6.0,40.0,2.0,4.0,30 
15.0,23.0,11.0,5.0,34.0,06 
10.0,22.0,29.0,31.0,38.0,40 
3.0,5.0,8.0,24.0,34.0,37 
4.0,9.0,10.0,14.0,27.0,28 
2.0,15.0,23.0,30.0,31.0,33 
4.0,14.0,17.0,21.0,27.0,32 
8.0,23.0,25.0,26.0,31.0,39 
1.0,19.0,23.0,31.0,36.0,38 
1.0,2.0,17.0,18.0,29.0,40 
2.0,5.0,17.0,18.0,32.0,40 
4.0,8.0,12.0,14.0,29.0,35 
8.0,10.0,15.0,20.0,24.0,38 
1.0,20.0,21.0,30.0,35.0,37 
1.0,2.0,11.0,13.0,23.0,30 
5.0,16.0,20.0,22.0,30.0,31 
5.0,7.0,8.0,19.0,34.0,37 
8.0,18.0,27.0,30.0,31.0,39 
4.0,11.0,16.0,17.0,24.0,26 
5.0,7.0,8.0,11.0,25.0,29 
5.0,8.0,16.0,21.0,23.0,24 
5.0,12.0,25.0,28.0,38.0,39 
7.0,11.0,17.0,19.0,2.0,06 
2.0,5.0,13.0,16.0,25.0,30 
11.0,12.0,16.0,17.0,18.0,20 
7.0,19.0,25.0,31.0,32.0,37 
8.0,19.0,28.0,33.0,36.0,39 
10.0,13.0,16.0,25.0,31.0,32 
1.0,5.0,21.0,25.0,28.0,37 
1.0,17.0,29.0,31.0,32.0,39 
22.0,26.0,27.0,28.0,31.0,34 
3.0,8.0,9.0,11.0,23.0,34 
4.0,8.0,10.0,22.0,23.0,34 
7.0,11.0,26.0,27.0,36.0,39 
10.0,14.0,21.0,24.0,27.0,37 
3.0,5.0,8.0,23.0,34.0,39 
4.0,5.0,6.0,18.0,22.0,30 
3.0,9.0,12.0,20.0,30.0,33 
3.0,11.0,26.0,28.0,31.0,38 
4.0,16.0,21.0,30.0,36.0,39 
2.0,10.0,30.0,34.0,36.0,38 
6.0,9.0,13.0,27.0,34.0,35 
1.0,3.0,13.0,29.0,33.0,39 
1.0,10.0,15.0,21.0,30.0,34 
4.0,31.0,32.0,33.0,39.0,40 
21.0,23.0,30.0,31.0,34.0,35 
4.0,16.0,17.0,30.0,36.0,38 
10.0,20.0,22.0,26.0,30.0,40 
11.0,15.0,16.0,19.0,24.0,25 
7.0,10.0,11.0,27.0,30.0,37 
3.0,6.0,15.0,17.0,24.0,33 
14.0,15.0,29.0,30.0,35.0,38 
2.0,21.0,22.0,24.0,28.0,29 
16.0,17.0,23.0,33.0,36.0,31 
2.0,16.0,20.0,23.0,25.0,40 
3.0,11.0,15.0,18.0,21.0,40 
11.0,19.0,26.0,32.0,36.0,38 
4.0,16.0,21.0,32.0,39.0,40 
5.0,7.0,12.0,22.0,31.0,34 
3.0,4.0,18.0,21.0,30.0,37 
23.0,28.0,30.0,33.0,38.0,31 
17.0,22.0,26.0,27.0,31.0,34 
12.0,17.0,25.0,32.0,33.0,40 
8.0,10.0,18.0,19.0,34.0,37 
2.0,3.0,13.0,20.0,22.0,27 
1.0,3.0,17.0,19.0,27.0,30 
3.0,17.0,19.0,24.0,27.0,29 
18.0,20.0,26.0,29.0,34.0,35 
2.0,8.0,9.0,12.0,21.0,27 
4.0,9.0,12.0,27.0,28.0,35 
16.0,20.0,23.0,26.0,32.0,34 
11.0,14.0,29.0,33.0,34.0,40 
1.0,5.0,6.0,11.0,15.0,30 
2.0,6.0,7.0,9.0,20.0,36 
2.0,3.0,11.0,13.0,23.0,26 
2.0,7.0,10.0,32.0,34.0,35 
2.0,3.0,6.0,8.0,27.0,33 
9.0,13.0,15.0,21.0,27.0,36 
1.0,4.0,7.0,22.0,24.0,26 
7.0,11.0,17.0,25.0,26.0,32 
8.0,14.0,17.0,27.0,31.0,39 
20.0,24.0,25.0,27.0,29.0,36 
3.0,4.0,9.0,11.0,20.0,32 
1.0,9.0,10.0,21.0,27.0,30 
1.0,2.0,5.0,8.0,23.0,35 
10.0,21.0,22.0,23.0,29.0,34 
19.0,30.0,33.0,36.0,37.0,39 
7.0,16.0,17.0,25.0,28.0,33 
2.0,9.0,17.0,24.0,27.0,39 
1.0,4.0,12.0,17.0,28.0,33 
7.0,12.0,17.0,18.0,23.0,34 
3.0,8.0,12.0,32.0,36.0,38 
4.0,6.0,12.0,25.0,35.0,39 
2.0,8.0,14.0,19.0,21.0,35 
2.0,5.0,9.0,18.0,32.0,36 
3.0,8.0,16.0,22.0,23.0,40 
6.0,7.0,9.0,19.0,24.0,33 
12.0,16.0,22.0,31.0,32.0,40 
12.0,18.0,20.0,22.0,25.0,34 
10.0,14.0,21.0,27.0,29.0,39 
1.0,8.0,9.0,13.0,21.0,39 
4.0,7.0,17.0,29.0,35.0,39 
1.0,4.0,27.0,28.0,34.0,39 
3.0,13.0,32.0,33.0,36.0,38 
2.0,6.0,11.0,36.0,37.0,38 
3.0,19.0,29.0,33.0,34.0,37 
2.0,5.0,8.0,11.0,14.0,40 
10.0,13.0,16.0,22.0,35.0,40 
2.0,9.0,10.0,12.0,18.0,23 
4.0,26.0,27.0,30.0,34.0,37 
12.0,14.0,34.0,35.0,36.0,37 
1.0,2.0,8.0,14.0,34.0,35 
3.0,5.0,15.0,16.0,31.0,37 
1.0,14.0,17.0,22.0,23.0,33 
,,,,,
